on,True,0,0.34104046242774566,0.3593576965669989,0.32450000000000001,0.83279999999999998,0.0015090000629425049
on,False,0,0.25426621160409557,0.29485488126649079,0.2235,0.82520000000000004,0.0007939999103546143
off,True,0,0.34104046242774566,0.3593576965669989,0.32450000000000001,0.83279999999999998,0.0015380001068115235
off,False,0,0.25426621160409557,0.29485488126649079,0.2235,0.82520000000000004,0.0007829999923706054
pca,True,0,0.35793913829466706,0.45034116755117515,0.29699999999999999,0.85793333333333333,0.0030260000228881836
pca,False,0,0.41646489104116219,0.45078625509609782,0.38700000000000001,0.85540000000000005,0.001690000057220459
on,True,1,0.40971612525607259,0.49400141143260412,0.34999999999999998,0.86553333333333338,0.04971300005912781
on,False,1,0.45890005913660559,0.56150506512301013,0.38800000000000001,0.878,0.0453529999256134
off,True,1,0.40971612525607259,0.49400141143260412,0.34999999999999998,0.86553333333333338,0.05032500004768371
off,False,1,0.45890005913660559,0.56150506512301013,0.38800000000000001,0.878,0.04644300007820129
pca,True,1,0.32967684553809667,0.40495265841223599,0.27800000000000002,0.84926666666666661,0.05708400011062622
pca,False,1,0.33171324422843257,0.42260061919504643,0.27300000000000002,0.85333333333333339,0.045741000175476075
on,True,2,0.0,0.0,0.0,0.8666666666666667,0.0025279998779296877
on,False,2,0.0,0.0,0.0,0.8666666666666667,0.0019189999103546142
off,True,2,0.0,0.0,0.0,0.8666666666666667,0.002516000032424927
off,False,2,0.0,0.0,0.0,0.8666666666666667,0.0019419999122619628
pca,True,2,0.0,0.0,0.0,0.8666666666666667,0.003819000005722046
pca,False,2,0.0,0.0,0.0,0.8666666666666667,0.0027280001640319824
on,True,3,0.29411764705882354,0.40780141843971629,0.23000000000000001,0.8528,2.3266890001297
on,False,3,0.324025974025974,0.46203703703703702,0.2495,0.86119999999999997,2.3875039999485015
off,True,3,0.29411764705882354,0.40780141843971629,0.23000000000000001,0.8528,2.3251719999313356
off,False,3,0.324025974025974,0.46203703703703702,0.2495,0.86119999999999997,2.390486999988556
pca,True,3,0.28381374722838137,0.38720829732065687,0.224,0.84926666666666661,2.404865000009537
pca,False,3,0.32507739938080493,0.42682926829268292,0.26250000000000001,0.85466666666666669,2.448871999979019
on,True,4,0.35426166257453523,0.59341950646298469,0.2525,0.87726666666666664,0.0015789999961853026
on,False,4,0.46439777938691768,0.44890340643957072,0.48099999999999998,0.85206666666666664,0.0007749998569488525
off,True,4,0.35426166257453523,0.59341950646298469,0.2525,0.87726666666666664,0.0015350000858306884
off,False,4,0.46439777938691768,0.44890340643957072,0.48099999999999998,0.85206666666666664,0.000869999885559082
pca,True,4,0.34855350296270476,0.57537399309551207,0.25,0.87539999999999996,0.003373999834060669
pca,False,4,0.48667512690355336,0.66579861111111116,0.38350000000000001,0.89213333333333333,0.001686999797821045
on,True,5,0.070274771024146532,0.052684144818976278,0.1055,0.62780000000000002,0.001753000020980835
on,False,5,0.11222080987833664,0.088109495295124032,0.1545,0.6740666666666667,0.0008570001125335693
off,True,5,0.070274771024146532,0.052684144818976278,0.1055,0.62780000000000002,0.0017809998989105225
off,False,5,0.11222080987833664,0.088109495295124032,0.1545,0.6740666666666667,0.0008799998760223389
pca,True,5,0.23921725239616615,0.19913563829787234,0.29949999999999999,0.746,0.002619999885559082
pca,False,5,0.35370741482965928,0.2655466399197593,0.52949999999999997,0.74199999999999999,0.0015880000591278077
on,True,6,0.26035131744040152,0.34932659932659932,0.20749999999999999,0.84279999999999999,0.0017260000705718993
on,False,6,0.32400125825731363,0.43681085665818492,0.25750000000000001,0.85673333333333335,0.0010169999599456787
off,True,6,0.26035131744040152,0.34932659932659932,0.20749999999999999,0.84279999999999999,0.0017549998760223388
off,False,6,0.32400125825731363,0.43681085665818492,0.25750000000000001,0.85673333333333335,0.0010160000324249267
pca,True,6,0.31506377111340916,0.50721420643729187,0.22850000000000001,0.86753333333333338,0.0028530001640319825
pca,False,6,0.36504723346828616,0.56120331950207469,0.27050000000000002,0.87453333333333338,0.0017860000133514404
